Skewness,Kurtosis,Contrast1,Contrast2,Contrast3,Contrast4,Contrast5,Contrast6,Contrast7,Contrast8,Contrast9,Contrast10,Contrast11,Contrast12,Dissimilarity1,Dissimilarity2,Dissimilarity3,Dissimilarity4,Dissimilarity5,Dissimilarity6,Dissimilarity7,Dissimilarity8,Dissimilarity9,Dissimilarity10,Dissimilarity11,Dissimilarity12,Homogeneity1,Homogeneity2,Homogeneity3,Homogeneity4,Homogeneity5,Homogeneity6,Homogeneity7,Homogeneity8,Homogeneity9,Homogeneity10,Homogeneity11,Homogeneity12,Energy1,Energy2,Energy3,Energy4,Energy5,Energy6,Energy7,Energy8,Energy9,Energy10,Energy11,Energy12,Correlation1,Correlation2,Correlation3,Correlation4,Correlation5,Correlation6,Correlation7,Correlation8,Correlation9,Correlation10,Correlation11,Correlation12,Class
"1,03","-0,93","4303,2418","3531,8638","4349,8169","3628,6272","4921,2469","3531,8638","4789,7879","3628,6272","6346,7024","5959,7926","6538,5522","6525,8065","16,8755","13,8504","17,0581","14,2299","19,299","13,8504","18,7835","14,2299","24,889","23,3717","25,6414","25,5914","0,9338","0,9457","0,9331","0,9442","0,9243","0,9457","0,9263","0,9442","0,9024","0,9083","0,8994","0,8996","0,7421","0,7544","0,7419","0,7535","0,7409","0,7544","0,7426","0,7535","0,732","0,7425","0,7314","0,7377","0,8292","0,8569","0,8272","0,853","0,8014","0,8569","0,8063","0,853","0,7405","0,7492","0,7316","0,7254",c
"0,63","-1,61","4887,3855","4448,8916","5108,2324","4217,5493","5650,4729","4448,8916","5990,5481","4217,5493","7583,8309","7875,1273","7931,6407","7139,1341","19,1662","17,4466","20,0323","16,5394","22,1587","17,4466","23,4923","16,5394","29,7405","30,8829","31,1045","27,9966","0,9248","0,9316","0,9214","0,9351","0,9131","0,9316","0,9079","0,9351","0,8834","0,8789","0,878","0,8902","0,6919","0,6999","0,6911","0,702","0,6868","0,6999","0,6859","0,702","0,6713","0,6743","0,6709","0,6805","0,8336","0,8467","0,8254","0,8547","0,8065","0,8467","0,7934","0,8547","0,7387","0,724","0,7245","0,75",c
"0,9","-1,19","5351,7648","4261,8173","5260,307","4175,72","5778,0836","4261,8173","5698,2887","4175,72","7737,931","7257,2545","7400,1515","7033,9543","20,9873","16,713","20,6287","16,3754","22,6592","16,713","22,3462","16,3754","30,3448","28,4598","29,0202","27,5841","0,9177","0,9345","0,9191","0,9358","0,9111","0,9345","0,9124","0,9358","0,881","0,8884","0,8862","0,8918","0,7189","0,7346","0,7197","0,7354","0,7202","0,7346","0,7208","0,7354","0,7077","0,7192","0,7104","0,7211","0,7981","0,8358","0,8015","0,8391","0,7781","0,8358","0,7812","0,8391","0,6982","0,7091","0,7116","0,718",c
"0,61","-1,63","6073,1884","5135,4167","5424,5455","5578,125","7521,3495","5135,4167","6864,2402","5578,125","10565,6564","8716,3897","9082,0041","10144,7057","23,8164","20,1389","21,2727","21,875","29,4955","20,1389","26,9186","21,875","41,4339","34,1819","35,6157","39,7832","0,9066","0,921","0,9166","0,9142","0,8843","0,921","0,8944","0,9142","0,8375","0,866","0,8603","0,844","0,6797","0,6908","0,6845","0,6867","0,6692","0,6908","0,6732","0,6867","0,6456","0,6636","0,6553","0,652","0,794","0,8245","0,8167","0,8094","0,7429","0,8245","0,7666","0,8094","0,6366","0,6978","0,6899","0,648",c
"0,93","-1,13","5598,3187","4601,6369","5235,7792","4408,1101","6220,5313","4601,6369","5846,876","4408,1101","8270,7237","7785,1544","7706,6667","7294,3997","21,9542","18,0456","20,5325","17,2867","24,3942","18,0456","22,9289","17,2867","32,4342","30,53","30,2222","28,6055","0,9139","0,9292","0,9195","0,9322","0,9043","0,9292","0,9101","0,9322","0,8728","0,8803","0,8815","0,8878","0,7201","0,7339","0,7223","0,7356","0,719","0,7339","0,7211","0,7356","0,7054","0,716","0,7087","0,7195","0,7863","0,8211","0,8008","0,8287","0,7588","0,8211","0,7742","0,8287","0,6751","0,6866","0,6987","0,7069",c
"1,4","-0,03","3956,5476","3006,5323","4177,968","3058,9718","3918,6441","3006,5323","4106,6582","3058,9718","4822,5985","4733,6899","5223,3197","4860,1625","15,5159","11,7903","16,3842","11,996","15,3672","11,7903","16,1045","11,996","18,9122","18,5635","20,4836","19,0595","0,9392","0,9538","0,9357","0,953","0,9397","0,9538","0,9368","0,953","0,9258","0,9272","0,9197","0,9253","0,7858","0,8015","0,7849","0,8009","0,7919","0,8015","0,7922","0,8009","0,7892","0,8001","0,7888","0,7987","0,813","0,8525","0,8016","0,85","0,8095","0,8525","0,7984","0,85","0,7596","0,751","0,7357","0,7449",c
"1,27","-0,38","4655,5012","3498,6697","4731,5094","3247,3841","4466,4808","3498,6697","4485,8162","3247,3841","5510,5932","5583,8643","5707,4001","5063,5042","18,2569","13,7203","18,5549","12,7348","17,5156","13,7203","17,5914","12,7348","21,6102","21,8975","22,382","19,8569","0,9284","0,9462","0,9272","0,9501","0,9313","0,9462","0,931","0,9501","0,9153","0,9141","0,9122","0,9221","0,7665","0,7839","0,7663","0,786","0,774","0,7839","0,7746","0,786","0,7703","0,7792","0,7699","0,783","0,7931","0,8392","0,7893","0,8508","0,7962","0,8392","0,7946","0,8508","0,7424","0,7268","0,7318","0,7528",c
"1,64","0,68","4413,4615","3276,2596","4146,8774","3326,2788",4325,"3276,2596","4081,2765","3326,2788",5253,"4943,8776","4933,1073","5152,0408","17,3077","12,8481","16,2623","13,0442","16,9608","12,8481","16,005","13,0442","20,6","19,3878","19,3455","20,2041","0,9321","0,9496","0,9362","0,9488","0,9335","0,9496","0,9372","0,9488","0,9192","0,924","0,9241","0,9208","0,8078","0,8249","0,8082","0,8245","0,816","0,8249","0,8152","0,8245","0,8148","0,8258","0,8139","0,8242","0,7612","0,8145","0,7779","0,8117","0,7556","0,8145","0,7731","0,8117","0,6914","0,6931","0,7163","0,6802",c
"1,43","0,03","3897,5026","2861,7773","3851,4808","2895,6445","3773,2436","2861,7773","3764,1591","2895,6445","4745,3464","4600,908","4674,2109","4530,9322","15,2843","11,2227","15,1038","11,3555","14,797","11,2227","14,7614","11,3555","18,6092","18,0428","18,3302","17,7684","0,9401","0,956","0,9408","0,9555","0,942","0,956","0,9421","0,9555","0,927","0,9292","0,9281","0,9303","0,7895","0,8053","0,7894","0,805","0,7968","0,8053","0,796","0,805","0,7939","0,8032","0,7933","0,8038","0,8129","0,8577","0,8155","0,8561","0,8131","0,8577","0,8143","0,8561","0,7583","0,7553","0,7635","0,759",c
"1,27","-0,38",4675,"3711,1607","4689,3029","3574,5536","4791,3158","3711,1607","4569,9388","3574,5536","5750,5102","5698,5545","5997,6763","5745,8455","18,3333","14,5536","18,3894","14,0179","18,7895","14,5536","17,9213","14,0179","22,551","22,3473","23,5203","22,5327","0,9281","0,9429","0,9279","0,945","0,9263","0,9429","0,9297","0,945","0,9116","0,9124","0,9078","0,9116","0,7677","0,7847","0,7679","0,7859","0,7736","0,7847","0,7765","0,7859","0,7709","0,7833","0,7708","0,7829","0,791","0,8273","0,79","0,8337","0,7789","0,8273","0,7882","0,8337","0,728","0,714","0,7136","0,7116",c
"1,38","-0,09","4098,5232","2805,22","4103,1621","2842,623","3849,181","2805,22","3858,0501","2842,623","4940,5319","4489,8214","4862,5733","4722,0536","16,0726","11,0009","16,0908","11,1475","15,0948","11,0009","15,1296","11,1475","19,3746","17,6071","19,0689","18,5179","0,937","0,9569","0,9369","0,9563","0,9408","0,9569","0,9407","0,9563","0,924","0,931","0,9252","0,9274","0,7831","0,8012","0,7829","0,8009","0,7917","0,8012","0,791","0,8009","0,788","0,7998","0,7878","0,7979","0,8076","0,8638","0,8076","0,862","0,8136","0,8638","0,8137","0,862","0,754","0,7668","0,7589","0,7547",c
"1,19","-0,6","5484,7174","4595,1","5751,6667","4248,3","5712,0453","4595,1","5969,3182","4248,3","7185,7337","7359,0445","7679,6512","7057,4443","21,5087","18,02","22,5556","16,66","22,4002","18,02","23,4091","16,66","28,1793","28,859","30,1163","27,6763","0,9157","0,9293","0,9115","0,9347","0,9122","0,9293","0,9082","0,9347","0,8895","0,8868","0,8819","0,8915","0,7516","0,768","0,7497","0,771","0,7564","0,768","0,7552","0,771","0,75","0,7603","0,7475","0,7627","0,7643","0,7948","0,7524","0,8103","0,7474","0,7948","0,7349","0,8103","0,6742","0,648","0,6496","0,6625",c
"1,3","-0,3","6542,6198","3875,0363","6434,7656","4662,6453","6066,4723","3875,0363","5879,9202","4662,6453","7606,2096","6159,9164","7646,2204","7675,19","25,6573","15,1962","25,2344","18,2849","23,7901","15,1962","23,0585","18,2849","29,8283","24,1565","29,9852","30,0988","0,8994","0,9404","0,901","0,9283","0,9067","0,9404","0,9096","0,9283","0,883","0,9053","0,8824","0,882","0,7552","0,7849","0,7556","0,7784","0,7659","0,7849","0,7669","0,7784","0,7591","0,7798","0,7582","0,7687","0,7033","0,8182","0,7089","0,7811","0,7163","0,8182","0,7257","0,7811","0,6349","0,6906","0,634","0,6129",c
"1,38","-0,1","6443,9189","4365,1042","6297,4662","4365,1042","5874,8456","4365,1042","5774,4208","4365,1042","7339,8649","6900,6122","7288,1757","6688,2857","25,2703","17,1181","24,6959","17,1181","23,0386","17,1181","22,6448","17,1181","28,7838","27,0612","28,5811","26,2286","0,9009","0,9329","0,9032","0,9329","0,9097","0,9329","0,9112","0,9329","0,8871","0,8939","0,8879","0,8971","0,7671","0,7945","0,7674","0,7945","0,7808","0,7945","0,7803","0,7945","0,7766","0,7929","0,776","0,7945","0,6926","0,7807","0,7008","0,7807","0,7069","0,7807","0,7137","0,7807","0,6197","0,6162","0,6243","0,628",c
"1,27","-0,39","5861,2142","4264,5122","5539,1667","3559,6341","5442,3098","4264,5122","5031,6964","3559,6341","6814,214","6687,2301","6480,897","5578,8494","22,9852","16,7236","21,7222","13,9593","21,3424","16,7236","19,7321","13,9593","26,7224","26,2244","25,4153","21,8778","0,9099","0,9344","0,9148","0,9453","0,9163","0,9344","0,9226","0,9453","0,8952","0,8972","0,9003","0,9142","0,7589","0,7811","0,7602","0,7871","0,7705","0,7811","0,772","0,7871","0,766","0,7777","0,7666","0,7865","0,7365","0,8005","0,7525","0,8334","0,7461","0,8005","0,7674","0,8334","0,672","0,6605","0,691","0,7168",c
"1,24","-0,46",5780,4335,"5930,1697","4088,2927","5418,75",4335,"5689,6875","4088,2927","6804,9419","6761,1222","7357,9013","6391,6619","22,6667",17,"23,2556","16,0325","21,25",17,"22,3125","16,0325","26,686","26,5142","28,8545","25,0653","0,9111","0,9333","0,9088","0,9371","0,9167","0,9333","0,9125","0,9371","0,8954","0,896","0,8868","0,9017","0,7556","0,778","0,7552","0,7799","0,7665","0,778","0,7658","0,7799","0,7617","0,7758","0,7597","0,7782","0,7446","0,7995","0,737","0,8111","0,7521","0,7995","0,7378","0,8111","0,6791","0,6591","0,6491","0,6785",c
"1,34","-0,21","5485,4651","4173,6977","5113,3295","4234,186","5676,7857","4173,6977","5368,4833","4234,186","7370,122","6666,8003","6650,2841","6919,57","21,5116","16,3674","20,0523","16,6047","22,2619","16,3674","21,0529","16,6047","28,9024","26,1443","26,0795","27,1356","0,9156","0,9358","0,9214","0,9349","0,9127","0,9358","0,9174","0,9349","0,8867","0,8975","0,8977","0,8936","0,7691","0,7881","0,7707","0,7876","0,7755","0,7881","0,7753","0,7876","0,7688","0,7832","0,7708","0,7812","0,7453","0,7987","0,7643","0,7958","0,7263","0,7987","0,7446","0,7958","0,6326","0,652","0,6743","0,6388",c
"0,97","-1,06","6384,8837","5120,8906","6415,173","5533,3113","7293,8095","5120,8906","7217,3626","5533,3113","9586,3415","8209,1362","9500,4058","9721,3455","25,0388","20,0819","25,1575","21,6993","28,6032","20,0819","28,3034","21,6993","37,5935","32,1927","37,2565","38,1229","0,9018","0,9212","0,9013","0,9149","0,8878","0,9212","0,889","0,9149","0,8526","0,8738","0,8539","0,8505","0,7184","0,7371","0,7187","0,7335","0,7168","0,7371","0,7187","0,7335","0,704","0,7251","0,7058","0,7134","0,7517","0,795","0,75","0,7784","0,7099","0,795","0,7116","0,7784","0,6106","0,6531","0,6126","0,5892",c
"1,35","-0,17","6122,7705","3970,074","6243,3424","4541,5241","5534,0426","3970,074","5960,625","4541,5241","7317,234","6156,9565","6958,1676","7601,9565","24,0109","15,5689","24,4837","17,8099","21,7021","15,5689","23,375","17,8099","28,695","24,1449","27,2869","29,8116","0,9058","0,9389","0,904","0,9302","0,9149","0,9389","0,9083","0,9302","0,8875","0,9053","0,893","0,8831","0,7628","0,7892","0,7634","0,7846","0,774","0,7892","0,7721","0,7846","0,7654","0,7843","0,7691","0,7739","0,7172","0,8091","0,7094","0,7814","0,7366","0,8091","0,714","0,7814","0,6419","0,6835","0,658","0,6076",c
"1,33","-0,23","6759,1776","4563,1579","6797,4852","4168,2692","5975,2703","4563,1579","6098,836","4168,2692","7812,0312","7260,9708","7570,4782","6705,9922","26,5066","17,8947","26,6568","16,3462","23,4324","17,8947","23,917","16,3462","30,6354","28,4744","29,6881","26,298","0,8961","0,9298","0,8955","0,9359","0,9081","0,9298","0,9062","0,9359","0,8799","0,8883","0,8836","0,8969","0,7574","0,7848","0,757","0,7879","0,7718","0,7848","0,7703","0,7879","0,7642","0,7803","0,765","0,7834","0,688","0,7799","0,6864","0,7992","0,7136","0,7799","0,7084","0,7992","0,6128","0,6175","0,6268","0,6489",c
"1,33","-0,22","5735,4302","4757,9268","5815,2439","4541,6574","5796,8023","4757,9268",6069,"4541,6574","7409,3112","7145,189",7225,"7069,5785","22,4919","18,6585","22,8049","17,8104","22,7326","18,6585","23,8","17,8104","29,0561","28,0203","28,3333","27,7238","0,9118","0,9268","0,9106","0,9302","0,9109","0,9268","0,9067","0,9302","0,8861","0,8901","0,8889","0,8913","0,7673","0,7853","0,766","0,7871","0,7758","0,7853","0,7716","0,7871","0,7701","0,7839","0,7685","0,7845","0,7334","0,768","0,7305","0,7786","0,7187","0,768","0,7083","0,7786","0,6275","0,6179","0,6423","0,622",c
"1,24","-0,46","5534,0426","3699,3871","5212,6019","3759,5398","5143,0504","3699,3871","4846,7708","3759,5398","6456,383","6094,1304","6034,517","5968,4783","21,7021","14,5074","20,4416","14,7433","20,1688","14,5074","19,0069","14,7433","25,3191","23,8986","23,6648","23,4058","0,9149","0,9431","0,9198","0,9422","0,9209","0,9431","0,9255","0,9422","0,9007","0,9063","0,9072","0,9082","0,7585","0,7821","0,7594","0,7815","0,7697","0,7821","0,7693","0,7815","0,7655","0,7775","0,7655","0,7785","0,7546","0,83","0,7707","0,8273","0,7637","0,83","0,7802","0,8273","0,694","0,6983","0,7187","0,7045",c
"1,28","-0,36","5619,8701","3876,8293","5470,3571","3947,3171","5265,6114","3876,8293","5313,1899","3947,3171","6777,9682","6428,608","6228,8621","6428,608","22,0387","15,2033","21,4524","15,4797","20,6495","15,2033","20,836","15,4797","26,5803","25,2102","24,4269","25,2102","0,9136","0,9404","0,9159","0,9393","0,919","0,9404","0,9183","0,9393","0,8958","0,9011","0,9042","0,9011","0,7615","0,785","0,7623","0,7844","0,7726","0,785","0,7712","0,7844","0,7674","0,7804","0,7702","0,7804","0,7467","0,8181","0,7539","0,8148","0,7536","0,8181","0,7525","0,8148","0,672","0,6725","0,7008","0,6725",c
"0,24","-1,94","6986,3817","5238,587","6673,4043","5682,0652","7975,2885","5238,587","7498,6277","5682,0652","10970,1267","9363,6","10192,8029","9999,4","27,3976","20,5435","26,1702","22,2826","31,2756","20,5435","29,4064","22,2826","43,0201","36,72","39,9718","39,2133","0,8926","0,9194","0,8974","0,9126","0,8774","0,9194","0,8847","0,9126","0,8313","0,856","0,8433","0,8462","0,6426","0,661","0,6455","0,6567","0,6347","0,661","0,6391","0,6567","0,6096","0,6259","0,6163","0,6204","0,7813","0,8353","0,7911","0,8213","0,7494","0,8353","0,7644","0,8213","0,6544","0,7031","0,6788","0,6829",c
"1,39","-0,07","5044,0492","3445,6182","5077,3736","3504,5177","4680,3871","3445,6182","4629,898","3504,5177","5804,7294","5411,0638","5911,3636","5595,5319","19,7806","13,5122","19,9113","13,7432","18,3545","13,5122","18,1565","13,7432","22,7636","21,2199","23,1818","21,9433","0,9224","0,947","0,9219","0,9461","0,928","0,947","0,9288","0,9461","0,9107","0,9168","0,9091","0,9139","0,7772","0,7995","0,777","0,799","0,7877","0,7995","0,7879","0,799","0,7847","0,7984","0,7836","0,797","0,7609","0,8294","0,7593","0,8265","0,7698","0,8294","0,7726","0,8265","0,7054","0,7092","0,7003","0,6993",c
"1,46","0,13","5500,7143","3641,4","4949,125","3492,7714",5175,"3641,4","4681,5051","3492,7714","6529,5455","6127,8061","5870,3125","5191,0714","21,5714","14,28","19,4083","13,6971","20,2941","14,28","18,3588","13,6971","25,6061","24,0306","23,0208","20,3571","0,9154","0,944","0,9239","0,9463","0,9204","0,944","0,928","0,9463","0,8996","0,9058","0,9097","0,9202","0,7817","0,8052","0,7845","0,8064","0,7929","0,8052","0,7942","0,8064","0,789","0,8016","0,7915","0,809","0,7284","0,8126","0,7578","0,8203","0,733","0,8126","0,7619","0,8203","0,6503","0,6535","0,6902","0,7065",c
"1,3","-0,32","5389,3003","3729,4635","5210,2422","3729,4635","5027,3958","3729,4635","4902,4399","3729,4635","6434,7656","6031,3043","6118,1915","5591,5217","21,1345","14,6253","20,4323","14,6253","19,7153","14,6253","19,2253","14,6253","25,2344","23,6522","23,9929","21,9275","0,9171","0,9426","0,9199","0,9426","0,9227","0,9426","0,9246","0,9426","0,901","0,9072","0,9059","0,914","0,7655","0,7882","0,7661","0,7882","0,7765","0,7882","0,7759","0,7882","0,7716","0,7849","0,7721","0,7885","0,7548","0,8234","0,7639","0,8234","0,7627","0,8234","0,7703","0,8234","0,6863","0,6906","0,7047","0,7131",c
"1,55","0,42","6174,8547","4247,0559","5502,5991","4150,5319","5838,058","4247,0559","5397,332","4150,5319","7863,7957","7168,9053","6371,1364","6024,573","24,2151","16,6551","21,5788","16,2766","22,8943","16,6551","21,166","16,2766","30,8384","28,1134","24,9848","23,6258","0,905","0,9347","0,9154","0,9362","0,9102","0,9347","0,917","0,9362","0,8791","0,8898","0,902","0,9074","0,7845","0,8074","0,7884","0,808","0,7948","0,8074","0,795","0,808","0,7857","0,7986","0,7924","0,8065","0,682","0,7724","0,7188","0,7779","0,6868","0,7724","0,7156","0,7779","0,5625","0,5826","0,6548","0,6511",c
"1,38","-0,11","4982,7586","3827,9825","4835,9554","3574,4737","4917,643","3827,9825","4745,6134","3574,4737","6100,9824","6069,7037","5911,3636","5726,6335","19,5402","15,0117","18,9645","14,0175","19,2849","15,0117","18,6102","14,0175","23,9254","23,8028","23,1818","22,4574","0,9234","0,9411","0,9256","0,945","0,9244","0,9411","0,927","0,945","0,9062","0,9067","0,9091","0,9119","0,7764","0,7925","0,7754","0,7947","0,7841","0,7925","0,7817","0,7947","0,7801","0,7877","0,7781","0,7899","0,7652","0,814","0,7746","0,8263","0,7602","0,814","0,7729","0,8263","0,6938","0,6835","0,7085","0,7022",c
"1,52","0,3","5889,0566","3830,8914","6168,2823","4331,6615","5552,1346","3830,8914","5769,9653","4331,6615","6706,5","6148,1971","7404,344","7294,4712","23,0943","15,0231","24,1893","16,9869","21,7731","15,0231","22,6273","16,9869","26,3","24,1106","29,0366","28,6058","0,9094","0,9411","0,9051","0,9334","0,9146","0,9411","0,9113","0,9334","0,8969","0,9055","0,8861","0,8878","0,7808","0,804","0,7787","0,8001","0,7889","0,804","0,7879","0,8001","0,7846","0,7965","0,7802","0,7891","0,706","0,8024","0,6917","0,7762","0,715","0,8024","0,7026","0,7762","0,6467","0,6622","0,608","0,5962",c
"1,35","-0,19","5031,6964","3331,7195","4925,2979","3727,0083","4769,6289","3331,7195","4693,1087","3727,0083","6024,0359","5094,803","5895,6","6037,1943","19,7321","13,0656","19,3149","14,6157","18,7044","13,0656","18,4043","14,6157","23,6237","19,9796","23,12","23,6753","0,9226","0,9488","0,9243","0,9427","0,9267","0,9488","0,9278","0,9427","0,9074","0,9216","0,9093","0,9072","0,7731","0,7958","0,7733","0,7924","0,7831","0,7958","0,7823","0,7924","0,7792","0,7964","0,7782","0,7888","0,7661","0,8389","0,7719","0,8198","0,7699","0,8389","0,7752","0,8198","0,7","0,733","0,7093","0,6837",c
"1,42","0,02","5749,1616","4876,875","5669,8628","4551,75","5815,2439","4876,875","5815,2439","4551,75","7262,0988","7011,2426","7262,0988","6840,2367","22,5457","19,125","22,2348","17,85","22,8049","19,125","22,8049","17,85","28,4788","27,4951","28,4788","26,8245","0,9116","0,925","0,9128","0,93","0,9106","0,925","0,9106","0,93","0,8883","0,8922","0,8883","0,8948","0,7773","0,7956","0,7775","0,7983","0,7857","0,7956","0,7857","0,7983","0,7816","0,7982","0,7816","0,7995","0,7195","0,748","0,724","0,7648","0,7032","0,748","0,7032","0,7648","0,6147","0,5957","0,6147","0,6055",c
"1,38","-0,1","5034,4665","3207,1251","4880,0439","3207,1251","4549,1628","3207,1251","4515,625","3207,1251","5781,4655","5515,5134","5451,5909","5247,5532","19,743","12,577","19,1374","12,577","17,8399","12,577","17,7083","12,577","22,6724","21,6295","21,3788","20,5786","0,9226","0,9507","0,925","0,9507","0,93","0,9507","0,9306","0,9507","0,9111","0,9152","0,9162","0,9193","0,7736","0,7954","0,7748","0,7951","0,7833","0,7954","0,7834","0,7951","0,7785","0,7883","0,7807","0,7893","0,7654","0,8461","0,7728","0,8463","0,7823","0,8461","0,7841","0,8463","0,7159","0,7182","0,7327","0,7334",c
